Order ID,Order Date,Customer ID,Customer Name,Region,State,Category,Sub-Category,Sales,Profit,Quantity,Discount,Payment Method
101846,2024-10-08,CUST3734,Customer 432,West,Kerala,Office Supplies,Notebook,47290.37,10434.06,1,0.1,UPI
101847,2024-05-31,CUST4403,Customer 906,East,Karnataka,Furniture,Sofa,28233.56,8671.8,10,0.15,Cash
101848,2025-04-20,CUST4197,Customer 519,West,Karnataka,Office Supplies,Notebook,48078.65,13826.29,6,0.0,UPI
101849,2025-08-21,CUST3058,Customer 2350,West,Tamil Nadu,Electronics,Mobile,4451.1,1474.66,9,0.05,Card
101850,2024-12-23,CUST9701,Customer 1344,North,Delhi,Office Supplies,Paper,6502.5,448.09,1,0.15,UPI
101851,2024-12-01,CUST4384,Customer 1641,North,Tamil Nadu,Electronics,Monitor,3519.33,539.59,8,0.05,Net Banking
101852,2025-02-15,CUST9350,Customer 2952,West,Delhi,Electronics,Printer,7423.11,584.89,6,0.15,Card
101853,2024-09-04,CUST9921,Customer 1318,West,Karnataka,Electronics,Monitor,40024.72,10813.28,6,0.0,Cash
101854,2025-04-06,CUST7153,Customer 981,West,Delhi,Office Supplies,Paper,33450.13,8552.48,7,0.0,Card
101855,2024-04-28,CUST1697,Customer 2704,South,Delhi,Furniture,Sofa,5512.47,724.6,10,0.1,Card
101856,2024-07-05,CUST7196,Customer 1679,North,Tamil Nadu,Furniture,Desk,23118.32,5076.08,7,0.05,Card
101857,2025-06-17,CUST2254,Customer 144,North,Delhi,Furniture,Table,4569.24,613.35,7,0.1,Net Banking
101858,2024-12-08,CUST1702,Customer 1530,North,Karnataka,Furniture,Table,27002.95,4741.46,5,0.1,Card
101859,2024-05-18,CUST8972,Customer 1720,South,Kerala,Office Supplies,Notebook,24775.54,1851.57,3,0.05,Card
101860,2024-09-26,CUST4766,Customer 2425,East,Maharashtra,Office Supplies,Notebook,31871.12,5972.25,9,0.1,UPI
101861,2025-08-11,CUST1058,Customer 2334,South,Maharashtra,Office Supplies,Folder,39965.74,7642.66,5,0.15,Cash
101862,2024-10-03,CUST6384,Customer 2203,West,Maharashtra,Office Supplies,Folder,43622.85,4153.3,4,0.1,Net Banking
101863,2024-09-29,CUST2963,Customer 433,West,Tamil Nadu,Electronics,Printer,44469.17,11263.46,7,0.0,UPI
101864,2024-08-01,CUST9084,Customer 842,West,Kerala,Electronics,Monitor,29737.06,8722.16,9,0.2,Cash
101865,2024-08-27,CUST1228,Customer 1029,North,Maharashtra,Office Supplies,Pen,11115.23,3006.28,8,0.1,UPI
101866,2025-09-29,CUST1379,Customer 764,South,Kerala,Office Supplies,Notebook,45700.64,5352.02,7,0.1,Card
101867,2024-06-19,CUST4811,Customer 349,North,Gujarat,Furniture,Sofa,48509.48,4041.39,3,0.1,Cash
101868,2024-05-17,CUST9105,Customer 2825,East,Karnataka,Furniture,Desk,862.48,71.5,1,0.1,Card
101869,2025-01-15,CUST1974,Customer 2546,West,Gujarat,Electronics,Monitor,49892.62,14935.4,2,0.05,Cash
101870,2024-05-27,CUST8776,Customer 619,West,Tamil Nadu,Electronics,Mobile,37657.32,11563.5,1,0.2,Net Banking
101871,2024-06-30,CUST4039,Customer 1187,North,Tamil Nadu,Electronics,Mobile,18973.12,5404.21,3,0.15,Card
101872,2024-04-12,CUST6004,Customer 1568,West,Karnataka,Electronics,Printer,5840.17,373.4,4,0.2,Net Banking
101873,2025-05-01,CUST1918,Customer 621,North,Karnataka,Electronics,Laptop,1093.96,172.66,3,0.2,Cash
101874,2025-02-28,CUST7705,Customer 2228,North,Karnataka,Electronics,Printer,36211.36,8481.97,4,0.0,Cash
101875,2025-09-11,CUST3237,Customer 1367,North,Karnataka,Furniture,Desk,15992.93,1693.02,4,0.0,Net Banking
101876,2024-04-01,CUST3625,Customer 384,North,Maharashtra,Electronics,Printer,9880.57,2536.09,3,0.0,Net Banking
101877,2025-06-05,CUST3335,Customer 761,North,Karnataka,Office Supplies,Notebook,23894.39,6137.83,8,0.0,Cash
101878,2025-02-21,CUST9964,Customer 281,West,Karnataka,Furniture,Sofa,39721.19,3473.98,3,0.15,Net Banking
101879,2024-09-07,CUST5802,Customer 540,South,Tamil Nadu,Furniture,Sofa,20649.58,6097.08,5,0.05,Card
101880,2024-01-16,CUST5421,Customer 338,South,Gujarat,Electronics,Printer,7631.5,995.62,10,0.05,UPI
101881,2024-11-08,CUST3953,Customer 1540,North,Maharashtra,Office Supplies,Paper,37224.44,10159.14,8,0.15,Card
101882,2024-11-19,CUST8628,Customer 2469,East,Gujarat,Furniture,Sofa,5171.48,1031.65,2,0.05,UPI
101883,2024-10-03,CUST2834,Customer 1566,North,Maharashtra,Office Supplies,Pen,47426.92,10565.46,6,0.1,UPI
101884,2024-11-23,CUST3797,Customer 1761,West,Gujarat,Electronics,Laptop,47776.59,9889.25,2,0.2,Cash
101885,2024-09-18,CUST7902,Customer 520,South,Kerala,Office Supplies,Folder,24208.99,6563.4,9,0.15,Net Banking
101886,2025-05-27,CUST9375,Customer 946,West,Gujarat,Electronics,Laptop,26513.19,4989.0,1,0.1,UPI
101887,2025-08-08,CUST3140,Customer 352,West,Tamil Nadu,Office Supplies,Notebook,2110.19,490.24,10,0.1,UPI
101888,2025-08-07,CUST7439,Customer 2491,South,Maharashtra,Electronics,Printer,36980.36,11167.64,4,0.2,Cash
101889,2025-07-07,CUST9260,Customer 647,North,Maharashtra,Electronics,Monitor,13816.27,1803.2,1,0.15,Net Banking
101890,2025-03-18,CUST4265,Customer 2978,West,Gujarat,Furniture,Sofa,9780.84,1226.58,3,0.0,Card
101891,2024-12-02,CUST1998,Customer 85,North,Delhi,Electronics,Monitor,573.76,159.54,1,0.05,Net Banking
101892,2025-02-16,CUST1055,Customer 2115,North,Karnataka,Electronics,Monitor,22945.13,1836.35,1,0.2,Cash
101893,2024-01-03,CUST4851,Customer 569,West,Maharashtra,Electronics,Printer,1645.56,302.47,3,0.0,Net Banking
101894,2025-09-24,CUST5918,Customer 2226,North,Delhi,Office Supplies,Folder,2714.11,614.15,6,0.0,Net Banking
101895,2025-02-01,CUST9438,Customer 1136,South,Maharashtra,Furniture,Sofa,12624.72,1088.57,10,0.0,Net Banking
101896,2024-09-07,CUST2395,Customer 1304,North,Gujarat,Electronics,Laptop,47678.07,15780.66,9,0.0,Cash
101897,2024-12-03,CUST3458,Customer 75,South,Gujarat,Office Supplies,Paper,25311.8,7845.9,5,0.2,Cash
101898,2024-03-11,CUST7764,Customer 1684,North,Kerala,Office Supplies,Notebook,18469.43,5003.6,5,0.1,Cash
101899,2024-10-17,CUST8235,Customer 608,North,Karnataka,Furniture,Sofa,29309.23,8736.27,7,0.1,UPI
101900,2024-09-30,CUST2500,Customer 2821,South,Maharashtra,Office Supplies,Pen,44121.11,13180.33,9,0.0,Card
101901,2025-09-02,CUST7407,Customer 577,North,Delhi,Office Supplies,Folder,46160.9,15066.89,3,0.1,Cash
101902,2025-05-23,CUST4725,Customer 1469,South,Kerala,Office Supplies,Notebook,13472.96,4167.26,8,0.1,Cash
101903,2024-12-18,CUST3612,Customer 2539,North,Delhi,Electronics,Mobile,49789.42,4096.36,2,0.0,Card
101904,2024-04-19,CUST6363,Customer 1418,North,Tamil Nadu,Office Supplies,Paper,27673.13,8601.71,3,0.15,Net Banking
101905,2024-03-03,CUST7987,Customer 1673,North,Karnataka,Electronics,Laptop,23500.09,3093.72,5,0.05,UPI
101906,2025-06-18,CUST4285,Customer 521,West,Karnataka,Electronics,Mobile,7594.55,668.31,3,0.0,Cash
101907,2024-01-31,CUST1188,Customer 2039,West,Kerala,Electronics,Mobile,32915.77,10551.35,6,0.1,Cash
101908,2024-11-15,CUST3911,Customer 592,West,Kerala,Electronics,Monitor,19400.87,6636.54,5,0.0,Card
101909,2025-01-27,CUST6454,Customer 970,North,Tamil Nadu,Office Supplies,Paper,41348.26,4503.2,2,0.0,Net Banking
101910,2024-11-12,CUST7911,Customer 341,West,Kerala,Office Supplies,Pen,24845.0,3541.85,6,0.05,Card
101911,2024-04-13,CUST7459,Customer 1856,North,Delhi,Electronics,Monitor,37597.94,11111.45,3,0.05,Net Banking
101912,2024-12-25,CUST5522,Customer 314,West,Kerala,Furniture,Desk,46628.17,14675.28,3,0.15,Net Banking
101913,2025-09-30,CUST1984,Customer 2618,South,Tamil Nadu,Office Supplies,Paper,15025.86,4230.75,3,0.15,UPI
101914,2024-04-21,CUST5937,Customer 597,South,Maharashtra,Electronics,Printer,40410.68,8088.67,8,0.1,Cash
101915,2024-11-10,CUST9973,Customer 625,North,Maharashtra,Furniture,Table,3155.55,930.1,7,0.15,UPI
101916,2024-09-15,CUST3819,Customer 71,West,Gujarat,Furniture,Desk,30427.76,3322.08,5,0.1,Cash
101917,2024-05-06,CUST9957,Customer 2255,North,Delhi,Furniture,Chair,5503.23,1007.78,4,0.2,Card
101918,2024-01-03,CUST6527,Customer 2774,East,Delhi,Furniture,Table,42930.14,5175.03,4,0.15,Card
101919,2025-06-24,CUST1380,Customer 1660,West,Tamil Nadu,Office Supplies,Notebook,26082.45,6947.58,9,0.2,UPI
101920,2024-04-13,CUST6095,Customer 804,East,Karnataka,Furniture,Chair,49651.68,4821.14,6,0.05,Card
101921,2024-05-01,CUST7944,Customer 18,South,Kerala,Electronics,Laptop,35557.54,5829.94,9,0.0,Card
101922,2024-02-24,CUST2720,Customer 2436,West,Delhi,Electronics,Printer,49378.99,5755.22,4,0.05,UPI
101923,2024-10-09,CUST2913,Customer 986,North,Gujarat,Electronics,Laptop,2105.47,287.74,8,0.0,Net Banking
101924,2025-08-26,CUST7356,Customer 638,East,Gujarat,Office Supplies,Notebook,41220.47,6679.12,2,0.2,UPI
101925,2024-04-10,CUST9583,Customer 1347,East,Karnataka,Office Supplies,Paper,29300.8,8592.7,8,0.1,UPI
101926,2025-03-24,CUST1370,Customer 1936,South,Delhi,Electronics,Mobile,17365.94,3614.36,2,0.1,Net Banking
101927,2025-04-27,CUST4714,Customer 1917,North,Kerala,Office Supplies,Notebook,7311.29,1602.35,1,0.15,UPI
101928,2025-07-19,CUST3533,Customer 532,South,Gujarat,Furniture,Chair,34667.84,10066.96,8,0.0,Net Banking
101929,2025-05-17,CUST4714,Customer 166,West,Kerala,Furniture,Desk,38857.25,4019.81,6,0.2,UPI
101930,2024-10-20,CUST8627,Customer 2051,North,Karnataka,Electronics,Mobile,27577.98,4106.66,6,0.2,Card
101931,2025-11-16,CUST4494,Customer 1619,South,Maharashtra,Office Supplies,Paper,43472.27,12523.0,3,0.05,UPI
101932,2025-01-28,CUST5252,Customer 1632,West,Karnataka,Furniture,Chair,30322.01,6258.5,8,0.15,Net Banking
101933,2024-03-08,CUST3327,Customer 367,East,Karnataka,Furniture,Sofa,22128.07,3239.44,6,0.0,UPI
101934,2024-05-28,CUST4564,Customer 810,East,Karnataka,Furniture,Sofa,19725.56,4136.3,1,0.0,Cash
101935,2024-08-04,CUST3243,Customer 1182,East,Delhi,Electronics,Monitor,35289.41,8730.63,4,0.0,UPI
101936,2024-01-11,CUST2222,Customer 64,East,Maharashtra,Electronics,Laptop,15420.67,4308.83,10,0.0,UPI
101937,2025-01-12,CUST7359,Customer 2861,East,Kerala,Electronics,Laptop,45623.8,8490.28,6,0.15,Card
101938,2024-08-26,CUST1279,Customer 486,East,Kerala,Electronics,Monitor,15837.98,1666.75,6,0.0,Net Banking
101939,2025-05-17,CUST6243,Customer 1936,South,Delhi,Furniture,Table,25525.44,6701.81,2,0.2,Cash
101940,2024-05-20,CUST6398,Customer 404,South,Maharashtra,Furniture,Chair,27527.43,8934.71,8,0.0,Cash
101941,2025-06-02,CUST1747,Customer 2751,West,Maharashtra,Office Supplies,Folder,5373.89,725.97,7,0.1,Card
101942,2024-01-20,CUST5590,Customer 1732,West,Kerala,Office Supplies,Folder,8098.66,1477.89,6,0.1,Card
101943,2024-03-07,CUST9192,Customer 1900,North,Tamil Nadu,Electronics,Monitor,22356.38,4569.35,1,0.0,Net Banking
101944,2025-06-28,CUST4547,Customer 401,West,Tamil Nadu,Furniture,Desk,49747.94,10069.57,1,0.05,Cash
101945,2024-07-09,CUST9245,Customer 1329,West,Gujarat,Electronics,Laptop,44489.03,12757.73,5,0.1,Card
101946,2024-06-14,CUST9652,Customer 1650,South,Kerala,Furniture,Chair,28349.81,3829.53,7,0.1,Card
101947,2024-02-16,CUST8296,Customer 2674,West,Gujarat,Office Supplies,Paper,22710.4,2842.92,1,0.15,Card
101948,2024-03-10,CUST9986,Customer 1643,West,Kerala,Electronics,Printer,43053.51,14084.15,4,0.05,Card
101949,2024-08-11,CUST1853,Customer 1665,North,Tamil Nadu,Furniture,Table,44709.27,11286.84,8,0.15,Net Banking
101950,2024-06-29,CUST5255,Customer 25,East,Karnataka,Office Supplies,Pen,3347.95,922.85,4,0.1,Card
101951,2025-08-14,CUST8362,Customer 1758,East,Karnataka,Furniture,Table,21196.94,7172.79,6,0.0,Cash
101952,2025-02-25,CUST9188,Customer 2911,East,Tamil Nadu,Electronics,Monitor,22786.48,4387.58,8,0.15,Cash
101953,2024-03-19,CUST5254,Customer 603,South,Kerala,Electronics,Printer,29541.48,4287.5,9,0.0,Card
101954,2025-04-11,CUST3874,Customer 2636,South,Kerala,Furniture,Table,36567.81,3239.97,3,0.05,UPI
101955,2025-04-20,CUST9057,Customer 437,West,Maharashtra,Electronics,Laptop,41591.55,7174.55,2,0.15,UPI
101956,2025-09-23,CUST7621,Customer 2364,South,Karnataka,Furniture,Table,44210.52,4234.72,5,0.1,Cash
101957,2025-03-11,CUST4066,Customer 122,South,Gujarat,Electronics,Laptop,47790.02,6498.45,3,0.0,Net Banking
101958,2024-04-07,CUST5401,Customer 2030,North,Karnataka,Office Supplies,Notebook,49845.75,5721.49,7,0.1,Net Banking
101959,2024-03-14,CUST7554,Customer 795,West,Karnataka,Office Supplies,Notebook,22803.56,7498.49,2,0.0,Cash
101960,2024-02-03,CUST8517,Customer 752,East,Tamil Nadu,Office Supplies,Notebook,14914.66,1921.65,7,0.05,Net Banking
101961,2024-04-25,CUST8267,Customer 1775,South,Delhi,Office Supplies,Pen,43219.76,4351.18,5,0.15,UPI
101962,2025-07-30,CUST5261,Customer 250,South,Tamil Nadu,Office Supplies,Pen,2109.31,551.97,6,0.15,Cash
101963,2025-09-11,CUST3952,Customer 2216,North,Maharashtra,Electronics,Mobile,11630.88,2869.26,8,0.15,UPI
101964,2024-12-22,CUST8032,Customer 244,South,Kerala,Furniture,Table,32784.76,10761.07,10,0.1,Net Banking
101965,2025-10-23,CUST5976,Customer 1458,South,Delhi,Furniture,Desk,16890.82,3293.32,3,0.05,Net Banking
101966,2024-01-24,CUST8124,Customer 1235,North,Kerala,Furniture,Sofa,22905.86,4959.8,9,0.0,Net Banking
101967,2024-01-23,CUST3814,Customer 2438,North,Maharashtra,Furniture,Desk,8897.48,469.45,2,0.2,Card
101968,2024-11-02,CUST5244,Customer 2221,North,Delhi,Electronics,Monitor,44164.78,10591.51,5,0.05,Card
101969,2024-12-22,CUST3748,Customer 1003,East,Karnataka,Electronics,Mobile,47877.36,6137.8,1,0.05,UPI
101970,2025-10-29,CUST2859,Customer 2533,South,Tamil Nadu,Electronics,Monitor,40365.35,11925.82,1,0.1,Cash
101971,2024-08-19,CUST5666,Customer 2848,South,Delhi,Furniture,Chair,42838.15,7974.72,9,0.2,Card
101972,2024-06-15,CUST7991,Customer 542,North,Delhi,Electronics,Mobile,15079.89,2697.96,3,0.05,UPI
101973,2024-05-05,CUST3649,Customer 2375,North,Kerala,Furniture,Table,6753.12,1811.31,2,0.1,Cash
101974,2024-11-16,CUST1924,Customer 483,South,Maharashtra,Office Supplies,Folder,45429.84,9645.15,3,0.2,Net Banking
101975,2024-03-18,CUST3622,Customer 269,North,Kerala,Furniture,Table,24315.54,5440.83,5,0.1,Card
101976,2025-10-18,CUST2602,Customer 2401,South,Maharashtra,Office Supplies,Paper,5098.88,1611.02,6,0.05,Net Banking
101977,2025-12-20,CUST3098,Customer 1735,East,Kerala,Furniture,Chair,11839.46,1871.13,7,0.15,Cash
101978,2024-09-14,CUST7975,Customer 494,West,Maharashtra,Electronics,Printer,19463.21,5096.04,10,0.05,UPI
101979,2025-11-06,CUST3251,Customer 1108,North,Maharashtra,Electronics,Mobile,37220.42,10929.56,6,0.2,Card
101980,2024-03-05,CUST1162,Customer 1302,North,Tamil Nadu,Office Supplies,Notebook,18014.73,5489.38,6,0.05,Card
101981,2024-04-12,CUST9477,Customer 1809,West,Delhi,Office Supplies,Pen,29303.39,4713.99,1,0.0,Net Banking
101982,2024-09-24,CUST3151,Customer 629,North,Delhi,Office Supplies,Pen,23573.82,4091.89,5,0.05,Card
101983,2025-10-05,CUST2793,Customer 2420,South,Gujarat,Office Supplies,Paper,39995.8,10163.38,9,0.1,UPI
101984,2025-05-19,CUST4248,Customer 856,South,Maharashtra,Furniture,Desk,2551.64,583.54,10,0.15,Net Banking
101985,2025-01-01,CUST9894,Customer 2726,East,Kerala,Furniture,Chair,43694.05,5453.06,8,0.0,Cash
101986,2025-10-13,CUST4147,Customer 2218,South,Tamil Nadu,Electronics,Monitor,25421.08,6698.84,9,0.1,Net Banking
101987,2024-05-18,CUST5360,Customer 1630,West,Maharashtra,Office Supplies,Folder,20524.27,1587.7,9,0.05,Card
101988,2024-08-09,CUST7419,Customer 692,South,Maharashtra,Furniture,Sofa,43182.05,11400.96,2,0.1,Card
101989,2024-04-18,CUST3752,Customer 1229,West,Maharashtra,Furniture,Chair,26897.54,7045.02,7,0.1,Net Banking
101990,2024-07-03,CUST3662,Customer 1007,East,Karnataka,Electronics,Monitor,32482.89,10062.94,3,0.0,Cash
101991,2025-08-31,CUST7462,Customer 698,West,Karnataka,Office Supplies,Pen,1066.51,259.67,7,0.0,Card
101992,2024-01-01,CUST6919,Customer 1763,South,Maharashtra,Furniture,Desk,13482.67,3890.67,1,0.1,UPI
101993,2025-10-24,CUST2382,Customer 2355,South,Maharashtra,Furniture,Sofa,2447.24,583.47,1,0.05,Cash
101994,2024-05-17,CUST4640,Customer 1566,North,Gujarat,Electronics,Mobile,8435.94,698.36,10,0.15,UPI
101995,2025-06-25,CUST7553,Customer 1151,West,Karnataka,Furniture,Chair,7606.53,1790.96,6,0.15,Net Banking
101996,2025-03-22,CUST6799,Customer 43,North,Delhi,Electronics,Printer,43580.27,5816.77,9,0.15,Cash
101997,2024-06-26,CUST3402,Customer 914,North,Maharashtra,Electronics,Printer,10394.32,850.63,7,0.15,Card
101998,2024-01-13,CUST8131,Customer 1228,South,Maharashtra,Furniture,Chair,32324.25,3876.43,2,0.2,UPI
101999,2024-10-09,CUST8532,Customer 732,West,Kerala,Furniture,Sofa,45046.45,4342.57,4,0.1,Net Banking
102000,2025-05-03,CUST5112,Customer 2476,East,Maharashtra,Office Supplies,Paper,47575.59,9226.68,4,0.0,UPI
102001,2024-03-12,CUST8231,Customer 81,North,Kerala,Furniture,Desk,23932.38,2202.34,9,0.1,Card
102002,2025-12-15,CUST8295,Customer 1261,East,Tamil Nadu,Electronics,Monitor,9546.23,1431.92,4,0.05,UPI
102003,2024-08-12,CUST9208,Customer 1593,East,Kerala,Furniture,Table,13799.08,3702.9,4,0.15,UPI
102004,2024-10-27,CUST3241,Customer 1713,North,Tamil Nadu,Electronics,Monitor,38749.19,10316.83,7,0.1,Net Banking
102005,2025-06-12,CUST1052,Customer 2440,East,Maharashtra,Electronics,Mobile,21976.74,1803.61,1,0.1,Cash
102006,2025-05-08,CUST5563,Customer 961,East,Delhi,Office Supplies,Paper,37224.97,4172.28,7,0.1,UPI
102007,2025-05-03,CUST5992,Customer 2002,West,Gujarat,Electronics,Mobile,26914.71,6632.58,1,0.1,UPI
102008,2025-04-11,CUST8488,Customer 210,West,Gujarat,Furniture,Table,25506.85,3079.17,4,0.2,Net Banking
102009,2025-10-29,CUST7784,Customer 1915,South,Gujarat,Electronics,Printer,48169.43,14556.17,5,0.1,Net Banking
102010,2025-07-20,CUST2427,Customer 2128,East,Delhi,Electronics,Printer,46268.51,8295.51,5,0.0,UPI
102011,2025-04-08,CUST1181,Customer 2118,East,Tamil Nadu,Electronics,Mobile,24031.21,5485.21,2,0.05,UPI
102012,2025-10-27,CUST4869,Customer 1489,West,Kerala,Office Supplies,Folder,42142.25,6488.47,5,0.2,UPI
102013,2024-08-21,CUST9342,Customer 1007,South,Karnataka,Furniture,Chair,35441.45,4592.94,7,0.15,Net Banking
102014,2025-11-12,CUST9978,Customer 556,South,Gujarat,Furniture,Desk,10944.02,2021.04,2,0.15,Card
102015,2025-05-01,CUST1264,Customer 2097,West,Delhi,Furniture,Desk,45605.62,12520.9,10,0.1,Net Banking
102016,2025-05-29,CUST7344,Customer 1929,South,Delhi,Furniture,Table,38116.41,10224.78,1,0.2,Net Banking
102017,2025-11-27,CUST8890,Customer 1638,North,Gujarat,Electronics,Monitor,40753.72,9669.71,9,0.2,Cash
102018,2024-01-23,CUST2932,Customer 2845,West,Karnataka,Office Supplies,Paper,42270.2,9264.38,3,0.1,Cash
102019,2025-12-17,CUST1487,Customer 1668,West,Maharashtra,Office Supplies,Folder,38359.7,10869.84,8,0.2,Card
102020,2025-02-15,CUST8775,Customer 786,South,Delhi,Electronics,Laptop,38268.8,11532.37,1,0.2,UPI
102021,2025-05-17,CUST4343,Customer 956,West,Karnataka,Office Supplies,Pen,6439.9,1194.88,6,0.05,Net Banking
102022,2025-06-30,CUST7639,Customer 2406,East,Maharashtra,Office Supplies,Notebook,21432.99,4927.47,3,0.1,UPI
102023,2024-03-30,CUST1315,Customer 463,East,Tamil Nadu,Electronics,Mobile,33891.3,11220.16,5,0.05,Net Banking
102024,2025-01-24,CUST8195,Customer 778,North,Tamil Nadu,Furniture,Chair,30141.31,7431.98,9,0.0,Cash
102025,2024-10-05,CUST5019,Customer 223,South,Gujarat,Office Supplies,Pen,11984.01,3001.69,5,0.2,UPI
102026,2025-02-28,CUST5441,Customer 2717,South,Gujarat,Furniture,Chair,23838.06,4393.79,7,0.0,UPI
102027,2024-04-15,CUST3325,Customer 2679,North,Tamil Nadu,Furniture,Chair,19290.88,5850.36,10,0.1,UPI
102028,2024-02-17,CUST7754,Customer 2584,East,Karnataka,Electronics,Printer,6164.66,2052.63,3,0.0,Net Banking
102029,2024-02-01,CUST8442,Customer 653,West,Maharashtra,Electronics,Mobile,25902.29,1515.03,2,0.2,Card
102030,2025-07-17,CUST6345,Customer 124,North,Kerala,Office Supplies,Folder,9105.74,2639.66,9,0.1,Card
102031,2025-08-01,CUST2233,Customer 1717,North,Kerala,Office Supplies,Paper,9600.61,2188.59,2,0.15,UPI
102032,2024-04-22,CUST1254,Customer 2284,North,Delhi,Office Supplies,Folder,8988.78,1502.56,3,0.15,Card
102033,2025-10-01,CUST7902,Customer 798,East,Tamil Nadu,Electronics,Mobile,6442.32,1620.97,3,0.0,Cash
102034,2025-09-01,CUST9551,Customer 2788,West,Karnataka,Electronics,Monitor,19383.52,4764.85,6,0.05,UPI
102035,2024-10-29,CUST4521,Customer 1671,North,Delhi,Electronics,Laptop,40620.07,6216.06,6,0.05,UPI
102036,2025-04-14,CUST8394,Customer 1660,North,Maharashtra,Electronics,Mobile,18529.48,2396.1,5,0.0,Net Banking
102037,2024-01-01,CUST3178,Customer 2826,East,Karnataka,Office Supplies,Folder,7027.03,916.44,6,0.1,Cash
102038,2025-12-16,CUST9729,Customer 1801,East,Tamil Nadu,Furniture,Table,38322.86,7677.32,2,0.1,UPI
102039,2025-12-19,CUST6771,Customer 2937,West,Kerala,Electronics,Printer,13962.87,2759.51,2,0.2,Card
102040,2024-10-10,CUST3083,Customer 946,West,Karnataka,Office Supplies,Paper,46983.97,7916.83,4,0.15,Net Banking
102041,2025-09-10,CUST2207,Customer 530,East,Delhi,Furniture,Desk,38885.41,6225.29,10,0.2,Cash
102042,2025-11-13,CUST4047,Customer 2478,West,Maharashtra,Office Supplies,Folder,45301.43,12439.48,5,0.05,Card
102043,2024-01-12,CUST7687,Customer 725,South,Tamil Nadu,Furniture,Table,19499.67,1503.84,8,0.15,Net Banking
102044,2025-08-25,CUST5062,Customer 883,East,Delhi,Office Supplies,Pen,45783.25,12068.64,9,0.2,Net Banking
102045,2025-12-28,CUST1202,Customer 1234,North,Maharashtra,Furniture,Desk,25023.89,2516.62,7,0.2,Cash
102046,2024-02-20,CUST2567,Customer 1341,South,Delhi,Office Supplies,Pen,26401.24,8097.46,4,0.1,Card
102047,2024-06-07,CUST2089,Customer 1187,East,Karnataka,Office Supplies,Notebook,49556.59,2981.21,1,0.15,Net Banking
102048,2025-09-23,CUST4716,Customer 139,East,Gujarat,Furniture,Table,36356.65,12298.64,5,0.0,UPI
102049,2024-05-01,CUST6265,Customer 624,West,Maharashtra,Electronics,Monitor,1325.79,356.79,8,0.2,UPI
102050,2025-10-21,CUST5863,Customer 47,East,Delhi,Office Supplies,Folder,16697.64,2299.65,3,0.15,Card
102051,2024-08-27,CUST7989,Customer 1754,North,Delhi,Electronics,Mobile,17173.26,1388.71,8,0.05,Cash
102052,2024-05-08,CUST1556,Customer 2659,East,Kerala,Office Supplies,Folder,45811.0,13919.42,9,0.2,Card
102053,2025-04-30,CUST8349,Customer 2522,West,Kerala,Electronics,Laptop,33114.65,8015.26,1,0.05,UPI
102054,2025-08-08,CUST1110,Customer 1269,South,Tamil Nadu,Office Supplies,Folder,16993.67,1678.85,5,0.15,Net Banking
102055,2025-12-28,CUST8899,Customer 2706,East,Kerala,Furniture,Chair,8586.66,2858.32,4,0.05,UPI
102056,2025-05-23,CUST9131,Customer 1433,North,Maharashtra,Electronics,Laptop,24764.5,6090.54,2,0.05,Net Banking
102057,2024-02-16,CUST2162,Customer 2420,South,Delhi,Electronics,Mobile,7757.33,2249.61,10,0.1,Net Banking
102058,2025-04-15,CUST6087,Customer 1127,West,Tamil Nadu,Electronics,Mobile,2495.58,655.28,5,0.1,UPI
102059,2025-03-17,CUST4694,Customer 1292,North,Karnataka,Furniture,Desk,1770.8,287.43,3,0.2,Net Banking
102060,2024-03-19,CUST1558,Customer 2819,East,Karnataka,Furniture,Sofa,38980.91,2699.39,8,0.2,Net Banking
102061,2025-11-04,CUST5390,Customer 1441,West,Maharashtra,Office Supplies,Pen,8739.71,1836.51,2,0.2,Cash
102062,2025-07-25,CUST9922,Customer 324,North,Tamil Nadu,Electronics,Laptop,39841.9,2007.75,6,0.2,Net Banking
102063,2025-09-26,CUST7526,Customer 193,West,Kerala,Furniture,Sofa,19923.83,2633.86,2,0.1,UPI
102064,2024-01-12,CUST6107,Customer 481,East,Karnataka,Electronics,Monitor,29597.69,8096.23,6,0.0,Card
102065,2024-07-01,CUST7268,Customer 1613,South,Gujarat,Office Supplies,Pen,4531.03,256.08,4,0.2,UPI
102066,2025-07-11,CUST8287,Customer 2188,North,Maharashtra,Electronics,Monitor,27956.8,6560.13,1,0.1,Net Banking
102067,2025-09-14,CUST5628,Customer 2835,West,Gujarat,Furniture,Table,35041.82,11988.61,7,0.0,Card
102068,2024-12-16,CUST8674,Customer 1229,East,Karnataka,Electronics,Mobile,36181.23,4577.78,4,0.05,UPI
102069,2024-02-13,CUST3755,Customer 169,North,Delhi,Furniture,Desk,25526.66,5124.86,1,0.2,UPI
102070,2024-08-15,CUST7386,Customer 1551,North,Karnataka,Office Supplies,Paper,4403.61,1128.66,3,0.05,Cash
102071,2025-07-20,CUST4948,Customer 764,North,Karnataka,Office Supplies,Paper,17255.92,2978.13,7,0.0,Net Banking
102072,2025-04-10,CUST4700,Customer 2461,West,Gujarat,Electronics,Monitor,40036.66,4488.9,6,0.05,UPI
102073,2024-10-06,CUST9713,Customer 2781,South,Gujarat,Furniture,Desk,18486.24,2680.35,1,0.1,Card
